Device_ID,Device_Type,Order_Date,Monthly_Demand,Lead_Time,Stock_Level,Supplier_Reliability,Seasonality_Factor
DEV_9617,Monitoring,2040-10-07,4606,12,4834,0.97,0.9999334724024714
DEV_7666,Surgical,2040-10-15,4379,7,4547,0.74,0.9452222904078369
DEV_3877,Surgical,2040-10-16,4425,17,4568,0.88,0.9288698563205213
DEV_1990,Surgical,2040-10-17,4241,17,4378,0.95,0.9269556485012641
DEV_5191,Monitoring,2040-10-17,4266,26,4359,0.93,0.9333144273116263
DEV_3540,Surgical,2040-10-18,4220,26,4426,0.86,0.9038160207442916
DEV_9068,Surgical,2040-10-19,4555,10,4873,0.9,0.9941498002365144
DEV_1366,Diagnostic,2040-10-20,4317,10,4661,0.83,0.9220516133110094
DEV_4072,Surgical,2040-10-20,4617,16,4712,0.96,0.9762526240451399
DEV_8965,Monitoring,2040-10-22,4467,23,4738,0.97,0.9495069591269403
DEV_2775,Therapeutic,2040-10-22,4237,12,4356,0.87,0.9245043084025107
DEV_2389,Monitoring,2040-10-25,4625,7,4729,0.86,0.9916413701717697
DEV_2522,Diagnostic,2040-10-30,4561,6,4702,0.79,0.9887159068344513
DEV_9119,Diagnostic,2040-10-30,4594,11,4723,0.72,0.9881584663631413
DEV_8510,Monitoring,2040-10-31,4525,22,4792,0.74,0.9567801173584852
DEV_7591,Diagnostic,2040-10-31,4555,16,4794,0.94,0.9558116995742255
DEV_1944,Diagnostic,2040-11-01,4340,17,4565,0.89,0.9158798556468459
DEV_5272,Surgical,2040-11-01,4305,15,4533,0.79,0.9212361987530929
DEV_8057,Diagnostic,2040-11-03,4608,10,4831,0.79,0.9968088634895604
DEV_1592,Monitoring,2040-11-04,4388,24,4576,0.85,0.9450907582065257
DEV_8036,Monitoring,2040-11-08,4352,28,4621,0.73,0.9320394319666649
DEV_398,Diagnostic,2040-11-08,4237,29,4503,0.71,0.9140634840256471
DEV_4734,Diagnostic,2040-11-09,4331,21,4671,0.89,0.936043960980859
DEV_9721,Therapeutic,2040-11-11,4646,22,4853,0.79,0.9966171152014222
DEV_8065,Diagnostic,2040-11-13,4323,3,4499,0.81,0.9393995091686539
DEV_1789,Surgical,2040-11-14,4748,11,5095,0.89,1.0022299258676965
DEV_4145,Therapeutic,2040-11-18,4583,7,4822,0.82,0.9922285658480293
DEV_7627,Monitoring,2040-11-20,4686,6,4993,0.96,1.007973650156017
DEV_7941,Monitoring,2040-11-21,4406,25,4543,0.72,0.9388390229291445
DEV_996,Surgical,2040-11-24,4346,8,4654,0.74,0.9420272644454175
DEV_8377,Therapeutic,2040-11-27,4722,26,4995,0.72,1.0095507350401822
DEV_5397,Therapeutic,2040-11-28,4281,3,4601,0.93,0.9207658570501094
DEV_7703,Monitoring,2040-11-28,4582,29,4845,0.89,0.9989061933432506
DEV_7721,Therapeutic,2040-11-29,4557,14,4781,0.88,0.9798043264758199
DEV_140,Surgical,2040-11-29,4676,3,4875,0.8,0.9919719985170478
DEV_7048,Therapeutic,2040-11-30,4243,7,4404,0.87,0.9201839623282468
DEV_3383,Monitoring,2040-12-01,4322,12,4600,0.76,0.9311506873619672
DEV_117,Surgical,2040-12-02,4452,26,4716,1.0,0.9446740351492907
DEV_4133,Therapeutic,2040-12-03,4424,5,4608,0.74,0.9454445486325844
DEV_6047,Surgical,2040-12-07,4656,23,4890,0.88,1.0124381560340012
DEV_6923,Monitoring,2040-12-07,4332,3,4459,0.99,0.922406499887593
DEV_4315,Surgical,2040-12-09,4749,11,5005,0.83,1.0170681961904373
DEV_4494,Therapeutic,2040-12-09,4757,4,4857,0.81,1.0086262539286734
DEV_2768,Monitoring,2040-12-09,4392,17,4482,0.77,0.9202749354499155
DEV_5575,Therapeutic,2040-12-10,4378,24,4658,0.93,0.9257119392850665
DEV_7274,Monitoring,2040-12-11,4712,7,4876,0.79,0.9989404552193089
DEV_3656,Diagnostic,2040-12-12,4427,9,4643,0.96,0.9328692980782265
DEV_6720,Diagnostic,2040-12-13,4748,6,5107,0.81,0.9989521093686169
DEV_7418,Therapeutic,2040-12-13,4381,9,4605,0.96,0.9270890151352685
DEV_7590,Monitoring,2040-12-13,4591,14,4685,0.82,0.9893146405900682
DEV_9982,Diagnostic,2040-12-13,4706,3,4974,0.72,0.9935033157250361
DEV_7180,Surgical,2040-12-14,4507,25,4650,0.86,0.9463483758254667
DEV_1909,Diagnostic,2040-12-15,4656,18,5002,0.89,1.0076853309756568
DEV_6557,Monitoring,2040-12-15,4815,23,4967,0.98,1.0178431045579681
DEV_5844,Therapeutic,2040-12-18,4556,18,4720,0.98,0.9744010643596701
DEV_227,Surgical,2040-12-19,4389,7,4604,0.75,0.9412357455310235
DEV_9404,Surgical,2040-12-19,4718,12,4854,0.87,1.0116869010740743
DEV_8653,Monitoring,2040-12-20,4388,15,4520,0.85,0.9438144748825124
DEV_6214,Monitoring,2040-12-22,4541,15,4747,0.99,0.9646167613670457
DEV_765,Surgical,2040-12-22,4743,3,4981,0.97,1.007072031375063
DEV_9559,Therapeutic,2040-12-26,4696,5,5069,0.8,1.0008245240043996
DEV_753,Diagnostic,2040-12-30,4580,28,4850,0.8,0.9828112971714608
DEV_3181,Surgical,2040-12-30,4431,13,4709,0.79,0.9447400406685075
DEV_4977,Monitoring,2040-12-31,4575,21,4667,0.97,0.9874269100090172
DEV_464,Surgical,2040-12-31,4843,22,4982,0.97,1.0268193902113056
DEV_5123,Therapeutic,2040-12-31,4678,7,5040,0.93,1.0025921227855046
DEV_7244,Monitoring,2041-01-01,4732,27,4830,0.9,1.0198714825503679
DEV_4500,Surgical,2041-01-01,4457,29,4714,0.76,0.9631323442497268
DEV_1762,Monitoring,2041-01-01,4506,6,4724,0.88,0.9654748519860802
DEV_4028,Surgical,2041-01-02,4626,21,4976,0.87,0.9664564228649456
DEV_7733,Surgical,2041-01-05,4804,28,4950,0.77,1.0379763970122413
DEV_1390,Surgical,2041-01-05,4580,29,4702,0.71,0.9714345952378391
DEV_4866,Surgical,2041-01-08,4520,20,4846,0.93,0.9748799706550597
DEV_5912,Diagnostic,2041-01-08,4850,22,5042,0.91,1.031865335614461
DEV_9537,Surgical,2041-01-11,4764,21,5095,0.77,1.0223379281446294
DEV_4449,Therapeutic,2041-01-11,4824,6,4962,0.88,1.0011184788783758
DEV_5311,Diagnostic,2041-01-12,4899,7,5233,0.75,1.044834243959203
DEV_250,Monitoring,2041-01-12,4689,24,5038,0.98,1.0132928231680374
DEV_8805,Surgical,2041-01-14,4670,15,5031,0.81,0.9961430695190396
DEV_2338,Diagnostic,2041-01-14,4927,21,5027,0.83,1.0381634914701592
DEV_1682,Diagnostic,2041-01-14,4667,11,5005,0.81,1.0140315315444655
DEV_9102,Surgical,2041-01-17,4862,19,4989,0.75,1.0476809315261788
DEV_1121,Diagnostic,2041-01-17,4866,18,5187,0.88,1.0456154167970644
DEV_271,Diagnostic,2041-01-17,4937,8,5315,0.75,1.0506162049052834
DEV_596,Therapeutic,2041-01-18,4662,19,4759,0.89,0.9872087640488644
DEV_1943,Diagnostic,2041-01-19,4819,5,4918,0.71,1.0001947880006727
DEV_3846,Diagnostic,2041-01-19,4679,12,4954,0.95,0.9970874855455545
DEV_1456,Surgical,2041-01-20,4554,19,4853,0.94,0.9913513260153413
DEV_8568,Therapeutic,2041-01-20,4824,7,4964,0.77,1.0197436566802704
DEV_7047,Diagnostic,2041-01-21,4989,7,5330,0.9,1.0504763170129607
DEV_4261,Monitoring,2041-01-22,4828,9,5187,0.75,1.008735646356304
DEV_7841,Diagnostic,2041-01-24,4780,23,4991,0.84,1.043984938440685
DEV_1631,Monitoring,2041-01-24,4913,18,5121,0.94,1.0561237128400078
DEV_1755,Surgical,2041-01-27,4534,27,4629,0.78,0.962570904364652
DEV_1345,Monitoring,2041-01-28,4890,27,5039,0.78,1.0308267258776151
DEV_7649,Diagnostic,2041-01-30,4660,26,4800,0.73,0.9747004251490884
DEV_6088,Surgical,2041-01-31,4801,6,5043,0.85,1.0210065983658563
DEV_2772,Surgical,2041-01-31,4952,26,5145,0.84,1.059355477149352
DEV_7895,Therapeutic,2041-02-01,4610,29,4834,0.71,0.9820176552399752
DEV_7533,Therapeutic,2041-02-01,4768,23,5038,0.89,1.029472609713034
DEV_90,Diagnostic,2041-02-02,4818,12,5160,0.88,1.007771023687832
DEV_9219,Monitoring,2041-02-02,4797,27,5026,0.86,1.0293995337237016
DEV_1431,Surgical,2041-02-03,4729,26,5094,0.93,0.995164126359183
DEV_7279,Therapeutic,2041-02-06,4510,19,4832,0.87,0.9717020365000067
DEV_4458,Surgical,2041-02-06,4693,20,5020,0.85,1.0119681115330068
DEV_5937,Monitoring,2041-02-06,5061,6,5272,0.75,1.0558721873798167
DEV_8281,Monitoring,2041-02-06,4789,26,5010,0.79,1.0311161381211986
DEV_5391,Therapeutic,2041-02-09,4947,16,5281,0.75,1.0574989231239413
DEV_6100,Monitoring,2041-02-09,4925,26,5075,0.71,1.0539988911853282
DEV_4486,Monitoring,2041-02-13,4859,28,5176,0.83,1.0458263387085822
DEV_2334,Surgical,2041-02-13,4739,9,5049,0.96,1.0016574199159716
DEV_1999,Monitoring,2041-02-13,4912,5,5303,0.77,1.0557348942738092
DEV_7949,Monitoring,2041-02-14,4661,26,4877,0.96,1.012683094622967
DEV_176,Diagnostic,2041-02-14,4676,5,4782,0.83,1.0127574247236568
DEV_1727,Therapeutic,2041-02-14,4938,17,5082,0.98,1.0385477826925973
DEV_191,Monitoring,2041-02-15,4579,29,4683,0.81,0.97920551728533
DEV_212,Monitoring,2041-02-15,4876,14,5238,0.87,1.037030203435339
DEV_218,Surgical,2041-02-16,5017,28,5128,0.7,1.0663688566894205
DEV_4302,Diagnostic,2041-02-17,5088,9,5307,0.97,1.061485574261342
DEV_9907,Therapeutic,2041-02-17,4883,23,5197,0.75,1.0397984938622313
DEV_433,Surgical,2041-02-18,4621,6,4790,0.85,0.992464390180046
DEV_748,Monitoring,2041-02-19,4814,10,4974,0.86,1.011412845267767
DEV_6928,Surgical,2041-02-24,4801,6,5011,0.94,1.0234168372762633
DEV_9448,Diagnostic,2041-02-25,4735,18,5068,0.98,1.0091811425012314
DEV_3281,Therapeutic,2041-02-26,4731,20,4949,0.97,1.002940527834096
DEV_3886,Diagnostic,2041-02-26,4626,13,4751,0.74,1.009235402730606
DEV_1819,Diagnostic,2041-02-27,5039,10,5156,0.97,1.0840125827860296
DEV_2509,Therapeutic,2041-02-28,5138,24,5442,0.84,1.0834056038450177
DEV_930,Surgical,2041-03-02,4809,14,4910,0.74,1.0275297962189922
DEV_8006,Monitoring,2041-03-02,5114,11,5291,1.0,1.0761451587956685
DEV_2706,Diagnostic,2041-03-03,4872,27,5114,0.72,1.035376480784131
DEV_7637,Surgical,2041-03-03,4924,6,5031,0.72,1.0208063835524186
DEV_5294,Monitoring,2041-03-04,5042,11,5213,0.84,1.0623223483653412
DEV_3714,Diagnostic,2041-03-05,4664,4,4995,0.98,0.9946563988991175
DEV_9048,Surgical,2041-03-05,4861,28,5196,0.77,1.039434729890806
DEV_9765,Diagnostic,2041-03-05,4867,29,5149,0.98,1.0261829096028912
DEV_5748,Diagnostic,2041-03-08,4847,14,5035,0.87,1.0303475281289856
DEV_9745,Diagnostic,2041-03-09,4770,15,5104,0.84,1.0147505291429388
DEV_2617,Diagnostic,2041-03-10,5128,21,5287,0.94,1.0789732034703285
DEV_9921,Monitoring,2041-03-10,4963,12,5347,0.75,1.0621307086922749
DEV_8068,Surgical,2041-03-10,5094,19,5307,0.82,1.0816257658076864
DEV_8996,Therapeutic,2041-03-10,4756,8,4940,0.75,1.010376839202951
DEV_4174,Monitoring,2041-03-12,4743,14,4970,0.92,1.0240249594600561
DEV_5716,Surgical,2041-03-12,4757,9,5099,0.97,1.0062565131656327
DEV_7171,Monitoring,2041-03-13,5102,9,5472,0.88,1.0837228897540612
DEV_4777,Therapeutic,2041-03-14,5231,7,5480,0.71,1.089261391615347
DEV_1543,Therapeutic,2041-03-16,4870,23,5037,0.93,1.0132318644610245
DEV_9387,Diagnostic,2041-03-20,5181,13,5549,0.89,1.086255014325356
DEV_3077,Diagnostic,2041-03-21,5214,16,5579,0.79,1.0829763433232806
DEV_2528,Surgical,2041-03-21,4847,17,5017,0.72,1.032493270596624
DEV_6187,Surgical,2041-03-22,4845,21,5084,0.85,1.0214698272208156
DEV_4349,Therapeutic,2041-03-25,4836,15,5145,0.7,1.0061291395309666
DEV_7937,Therapeutic,2041-03-27,5177,12,5330,0.88,1.0897200680209367
DEV_857,Monitoring,2041-03-29,4762,20,4981,0.89,1.0056872993176176
DEV_1158,Surgical,2041-03-31,4955,11,5086,0.74,1.0621163259105677
DEV_8144,Monitoring,2041-03-31,4852,12,5131,0.93,1.0288997056514284
DEV_2255,Therapeutic,2041-03-31,4921,26,5090,0.8,1.0320215356500002
DEV_9527,Diagnostic,2041-04-01,4800,22,4921,0.85,1.0230892547675814
DEV_2004,Therapeutic,2041-04-03,4914,18,5150,0.99,1.0365989994213256
DEV_7848,Surgical,2041-04-03,5097,29,5467,0.82,1.062780459327948
DEV_3440,Surgical,2041-04-03,5147,4,5456,0.91,1.0983377122496536
DEV_3413,Diagnostic,2041-04-04,5219,14,5558,0.98,1.0966569699736721
DEV_3590,Therapeutic,2041-04-04,4709,18,4970,0.99,1.0119886457862683
DEV_4181,Monitoring,2041-04-05,4832,14,5107,0.83,1.0274650158339294
DEV_8565,Monitoring,2041-04-05,5146,24,5502,0.98,1.0990689868680232
DEV_5445,Surgical,2041-04-05,5027,25,5239,0.82,1.0703794911970415
DEV_7752,Diagnostic,2041-04-06,5277,7,5653,0.79,1.098607405362094
DEV_7185,Monitoring,2041-04-08,4944,26,5289,0.93,1.0457984617508622
DEV_3579,Therapeutic,2041-04-08,5267,19,5376,0.89,1.0858219027405618
DEV_453,Diagnostic,2041-04-08,5089,12,5367,0.71,1.0700977712219955
DEV_4308,Diagnostic,2041-04-08,4976,26,5197,0.94,1.0483070783784134
DEV_8624,Surgical,2041-04-09,4735,5,5087,0.85,1.001366277442677
DEV_7963,Surgical,2041-04-09,4855,11,5034,0.84,1.0112818310837453
DEV_4381,Diagnostic,2041-04-10,4827,15,5174,0.86,1.0152197198745545
DEV_574,Diagnostic,2041-04-11,4929,6,5269,0.79,1.0307638121013512
DEV_2062,Diagnostic,2041-04-12,4993,17,5348,0.94,1.0569242869755249
DEV_6093,Surgical,2041-04-13,4815,17,5015,0.83,1.010158398356266
DEV_813,Surgical,2041-04-15,5092,4,5209,0.71,1.055650362421685
DEV_9204,Therapeutic,2041-04-16,5118,12,5508,0.99,1.092564885343155
DEV_5430,Therapeutic,2041-04-17,4722,14,4957,0.89,1.0028475823079293
DEV_7853,Therapeutic,2041-04-18,5043,12,5441,0.87,1.0460018101121324
DEV_7150,Therapeutic,2041-04-19,4931,12,5135,0.84,1.0384116315599088
DEV_957,Therapeutic,2041-04-21,4959,26,5130,0.82,1.062400801776335
DEV_5957,Diagnostic,2041-04-21,4826,17,5085,0.77,1.0196668086484713
DEV_7474,Surgical,2041-04-22,4956,5,5239,0.75,1.0472346605547191
DEV_2550,Monitoring,2041-04-25,5029,6,5297,0.79,1.0608032208788503
DEV_5497,Surgical,2041-04-30,4845,11,5133,0.86,1.013282594512302
DEV_178,Monitoring,2041-04-30,4752,15,5078,0.98,1.0155321787682647
DEV_9472,Therapeutic,2041-04-30,5229,12,5571,0.89,1.0794287935457894
DEV_55,Monitoring,2041-05-01,5143,16,5381,0.82,1.0674670774610358
DEV_4042,Therapeutic,2041-05-01,5109,29,5418,0.94,1.077176883024072
DEV_7355,Surgical,2041-05-02,4658,6,5011,0.72,1.0031905026247672
DEV_7859,Surgical,2041-05-03,4970,23,5153,0.71,1.0526990044147448
DEV_3583,Therapeutic,2041-05-04,5000,28,5386,0.83,1.0592461379739782
DEV_1146,Diagnostic,2041-05-04,5045,17,5279,0.83,1.0485368614638566
DEV_4511,Surgical,2041-05-04,4989,19,5313,0.99,1.0559447578279122
DEV_1537,Surgical,2041-05-06,5215,20,5343,0.73,1.0941327385277386
DEV_7420,Surgical,2041-05-06,4871,3,5255,0.75,1.0313663641911703
DEV_6687,Diagnostic,2041-05-07,4828,10,5126,0.84,1.0113986498693033
DEV_5958,Surgical,2041-05-07,5237,27,5647,0.73,1.094958982281931
DEV_1363,Surgical,2041-05-09,5075,29,5422,0.83,1.0720593992109235
DEV_2457,Monitoring,2041-05-09,4786,28,4909,0.9,1.0091761448790821
DEV_6838,Diagnostic,2041-05-10,4911,21,5241,0.97,1.0385047783510915
DEV_7088,Diagnostic,2041-05-10,4870,11,5196,0.97,1.0362622295554578
DEV_8251,Surgical,2041-05-10,4912,28,5168,0.84,1.037198744800486
DEV_7515,Diagnostic,2041-05-10,4956,21,5102,0.83,1.0409108783229124
DEV_4322,Monitoring,2041-05-12,5234,14,5450,0.79,1.0895080477356291
DEV_3876,Monitoring,2041-05-13,5114,12,5427,0.78,1.090500541410164
DEV_138,Surgical,2041-05-14,4880,5,5014,0.87,1.0250619079715946
DEV_120,Surgical,2041-05-14,4664,4,4875,0.96,0.999503090938442
DEV_4083,Monitoring,2041-05-14,4799,27,5180,0.78,1.0026432357943564
DEV_4820,Monitoring,2041-05-14,5117,16,5395,0.82,1.0795590770733923
DEV_9575,Therapeutic,2041-05-15,4909,29,5158,0.79,1.0517163107579006
DEV_1673,Therapeutic,2041-05-16,4888,12,5259,0.78,1.0373950185069312
DEV_6209,Monitoring,2041-05-17,4950,8,5272,0.81,1.0427525207994772
DEV_1605,Therapeutic,2041-05-19,4895,18,5280,0.77,1.023046750659401
DEV_6498,Surgical,2041-05-19,4792,29,5101,0.96,0.9933709031776213
DEV_693,Surgical,2041-05-20,4843,20,5207,0.71,1.0272179018507324
DEV_9326,Therapeutic,2041-05-21,4946,18,5280,0.71,1.0322050671855592
DEV_6703,Diagnostic,2041-05-25,4737,23,4885,0.87,0.9914056479538397
DEV_9577,Surgical,2041-05-26,4669,29,4882,0.99,0.9992803657251588
DEV_1182,Therapeutic,2041-05-27,4743,14,4853,0.85,0.9924507497565368
DEV_9115,Diagnostic,2041-05-28,4899,17,5207,0.81,1.0334195104953217
DEV_9915,Therapeutic,2041-05-30,4930,20,5146,0.92,1.041846466967365
DEV_8676,Diagnostic,2041-05-31,4893,15,5007,0.99,1.0423071145980456
DEV_6189,Diagnostic,2041-06-01,4665,9,4949,0.88,0.9910662684872974
DEV_936,Surgical,2041-06-02,5062,23,5206,0.78,1.073795148686822
DEV_4370,Therapeutic,2041-06-03,4933,18,5056,0.87,1.031857137750933
DEV_7700,Monitoring,2041-06-05,4882,18,5126,0.89,1.0082909933022242
DEV_5099,Diagnostic,2041-06-05,4751,29,4931,0.8,0.9959788915391172
DEV_1064,Surgical,2041-06-07,4834,13,5175,0.83,1.015502504021698
DEV_9225,Monitoring,2041-06-07,5059,13,5408,0.73,1.0416211778958782
DEV_7660,Diagnostic,2041-06-07,4916,11,5280,1.0,1.0390221528015355
DEV_5331,Diagnostic,2041-06-08,5015,8,5167,0.8,1.0404906529296862
DEV_6391,Diagnostic,2041-06-08,4902,8,5207,0.98,1.0205962737564926
DEV_6062,Monitoring,2041-06-10,5059,29,5246,0.72,1.0674106046502234
DEV_5150,Surgical,2041-06-10,4870,25,5140,0.96,1.0003006564681587
DEV_5564,Surgical,2041-06-11,5042,5,5441,0.93,1.0478700432213006
DEV_4176,Monitoring,2041-06-11,5053,3,5333,0.91,1.0671698933849914
DEV_1419,Surgical,2041-06-12,4995,27,5151,0.96,1.0499682174488687
DEV_8740,Diagnostic,2041-06-13,4881,5,5177,0.84,1.02116094710029
DEV_420,Diagnostic,2041-06-13,4944,8,5297,0.9,1.032067852891349
DEV_8163,Therapeutic,2041-06-14,4842,4,4980,0.95,1.0378964409904279
DEV_5705,Diagnostic,2041-06-15,5095,14,5404,0.94,1.0499673916433765
DEV_4751,Monitoring,2041-06-16,4963,11,5136,0.77,1.030224613480103
DEV_6106,Diagnostic,2041-06-16,4996,14,5190,0.75,1.0485721168614281
DEV_8690,Therapeutic,2041-06-17,4747,23,5092,0.99,0.9955014858668179
DEV_87,Diagnostic,2041-06-18,4800,21,5047,0.97,1.002714576005073
DEV_8234,Diagnostic,2041-06-21,5005,21,5177,0.82,1.0561515693356764
DEV_3153,Therapeutic,2041-06-21,4702,20,4805,0.76,0.9965549866697273
DEV_2128,Monitoring,2041-06-21,4690,5,4862,0.97,0.9975827717946876
DEV_7706,Monitoring,2041-06-22,5098,14,5416,0.92,1.0529611715287561
DEV_3103,Monitoring,2041-06-27,4674,19,4976,0.98,0.9815310347352308
DEV_9076,Surgical,2041-06-29,5019,29,5134,0.91,1.050113529427565
DEV_5436,Therapeutic,2041-06-29,4800,14,4946,0.85,0.996913035594326
DEV_7581,Surgical,2041-06-30,4966,28,5141,0.97,1.0088361111235036
DEV_3987,Therapeutic,2041-06-30,4830,23,4941,0.85,1.0165507750283793
DEV_9607,Surgical,2041-07-02,4726,10,4939,0.88,1.0061011822949308
DEV_9958,Therapeutic,2041-07-02,5026,8,5363,0.84,1.0420694063829599
DEV_5857,Therapeutic,2041-07-03,4736,6,4973,0.71,0.9939376938846156
DEV_5886,Monitoring,2041-07-03,4818,23,4987,0.83,1.0060604737464074
DEV_3870,Diagnostic,2041-07-03,4980,19,5267,0.72,1.0300475831202154
DEV_6183,Surgical,2041-07-04,4674,7,4865,0.79,0.9665253791395607
DEV_8850,Monitoring,2041-07-04,5003,23,5394,1.0,1.0423204867353375
DEV_8650,Therapeutic,2041-07-05,4927,9,5255,0.81,1.0282087473370782
DEV_1662,Monitoring,2041-07-06,4868,21,4996,0.84,1.013902806382374
DEV_9518,Therapeutic,2041-07-09,5059,25,5165,0.94,1.0402937979923848
DEV_7933,Monitoring,2041-07-09,5070,17,5241,0.97,1.045884487504024
DEV_5954,Monitoring,2041-07-10,4524,13,4844,0.98,0.9566275961160916
DEV_3965,Diagnostic,2041-07-11,4874,21,5121,0.87,1.0190914871202106
DEV_1291,Surgical,2041-07-11,4709,16,4954,0.81,0.9850016093528483
DEV_9269,Diagnostic,2041-07-12,4808,13,4965,0.97,1.0144265622504143
DEV_1750,Monitoring,2041-07-12,4609,24,4782,0.89,0.9449688595553355
DEV_2504,Diagnostic,2041-07-12,4677,13,4865,0.84,0.9628220279852836
DEV_3857,Diagnostic,2041-07-13,4643,28,4770,0.95,0.9697498384007731
DEV_9183,Diagnostic,2041-07-13,4727,15,4959,0.98,0.985088849184588
DEV_5518,Diagnostic,2041-07-15,4822,17,5070,0.86,1.0025644565020122
DEV_1443,Therapeutic,2041-07-17,4908,23,5053,0.81,1.0133230387113583
DEV_4408,Therapeutic,2041-07-17,4519,26,4862,0.87,0.949018586222318
DEV_9855,Surgical,2041-07-17,4819,23,4991,0.72,0.9892001188941143
DEV_5639,Surgical,2041-07-18,4677,24,5023,0.89,0.9889363654177559
DEV_5180,Diagnostic,2041-07-19,5027,22,5403,0.95,1.0340973766560808
DEV_9776,Therapeutic,2041-07-22,4553,28,4875,0.84,0.9490565840230222
DEV_5428,Therapeutic,2041-07-24,4911,6,5069,0.96,1.0225513985138215
DEV_341,Monitoring,2041-07-24,4524,15,4846,0.8,0.9518366553561425
DEV_3293,Surgical,2041-07-25,4509,18,4713,0.89,0.9410522056840865
DEV_543,Monitoring,2041-07-28,4867,4,4970,0.85,0.9979930658027627
DEV_4756,Diagnostic,2041-07-28,4529,10,4842,0.97,0.9366062528793615
DEV_8090,Diagnostic,2041-07-31,4708,10,4897,0.74,0.9831777553434206
DEV_1704,Monitoring,2041-08-01,4542,20,4701,0.7,0.9540452233039914
DEV_237,Diagnostic,2041-08-01,4939,21,5085,0.94,1.0227489205740967
DEV_8984,Surgical,2041-08-02,4702,19,4867,0.76,0.9763219715097666
DEV_6448,Diagnostic,2041-08-07,4740,9,4907,0.89,0.976500648583639
DEV_5165,Monitoring,2041-08-07,4886,24,5164,0.93,1.016530965723677
DEV_3866,Therapeutic,2041-08-08,4551,18,4783,0.74,0.9561778016175128
DEV_7246,Surgical,2041-08-08,4495,11,4679,0.85,0.9375810143370802
DEV_5051,Therapeutic,2041-08-09,4765,22,5051,0.74,0.9856769044166703
DEV_1288,Diagnostic,2041-08-12,4896,22,5135,0.77,1.0090030603644913
DEV_297,Diagnostic,2041-08-12,4657,5,4884,0.7,0.951495202157633
DEV_5350,Surgical,2041-08-13,4745,9,5048,0.75,0.9941103053289579
DEV_3409,Diagnostic,2041-08-13,4515,14,4799,0.78,0.9456669976638893
DEV_277,Surgical,2041-08-13,4633,16,4922,0.82,0.9604356410527345
DEV_1992,Monitoring,2041-08-13,4831,28,5156,0.9,0.9988792538748645
DEV_7575,Monitoring,2041-08-14,4559,22,4702,0.97,0.9490387172180905
DEV_139,Monitoring,2041-08-15,4669,3,4997,0.74,0.9751508177135897
DEV_2364,Therapeutic,2041-08-15,4945,20,5269,0.98,1.004425489379655
DEV_3625,Therapeutic,2041-08-18,4899,5,5051,0.98,1.0171176997538436
DEV_7689,Diagnostic,2041-08-19,4926,5,5095,0.78,1.0120717172898486
DEV_8580,Therapeutic,2041-08-19,4814,26,5106,0.73,0.9878323918713806
DEV_6068,Therapeutic,2041-08-20,4675,23,4852,0.87,0.9649644679541048
DEV_8946,Diagnostic,2041-08-20,4738,20,4885,0.96,0.9712303706072799
DEV_2750,Diagnostic,2041-08-21,4601,11,4954,0.86,0.9643268213473766
DEV_7636,Monitoring,2041-08-21,4631,7,4787,0.84,0.9622049526460089
DEV_3187,Monitoring,2041-08-22,4562,16,4709,0.99,0.9485281512808447
DEV_11,Monitoring,2041-08-22,4588,21,4897,0.86,0.9569242575796647
DEV_6081,Surgical,2041-08-23,4445,12,4768,0.86,0.9238409052202178
DEV_3446,Diagnostic,2041-08-23,4689,16,4997,0.81,0.9872716541993605
DEV_7061,Therapeutic,2041-08-24,4497,27,4801,0.93,0.9337054845424774
DEV_1320,Monitoring,2041-08-24,4789,17,4888,0.98,0.9903619038397407
DEV_6773,Monitoring,2041-08-25,4600,14,4874,0.94,0.9678442658700164
DEV_4975,Therapeutic,2041-08-26,4644,4,4892,0.94,0.9766350847794666
DEV_711,Monitoring,2041-08-26,4502,6,4727,0.95,0.9436858454399272
DEV_4240,Surgical,2041-08-28,4650,25,4838,0.75,0.9655935026714748
DEV_2323,Diagnostic,2041-08-29,4724,13,4884,0.95,0.9647047791139667
DEV_3000,Therapeutic,2041-08-31,4554,24,4650,0.98,0.937522174283353
DEV_8758,Monitoring,2041-09-01,4592,28,4879,0.78,0.9460767744733635
DEV_7617,Monitoring,2041-09-01,4777,18,4970,0.99,0.9805208811567656
DEV_9053,Therapeutic,2041-09-01,4549,17,4646,0.75,0.9306514478243587
DEV_6308,Therapeutic,2041-09-02,4618,25,4952,0.99,0.957865367812612
DEV_123,Diagnostic,2041-09-03,4790,9,4979,0.71,1.0007484775937727
DEV_1670,Therapeutic,2041-09-05,4382,9,4597,0.74,0.9128232672324667
DEV_5691,Diagnostic,2041-09-06,4663,20,4805,0.96,0.9807537014327806
DEV_2897,Diagnostic,2041-09-07,4555,7,4900,0.85,0.9547953821900924
DEV_4113,Diagnostic,2041-09-07,4698,22,5064,0.79,0.9612795817947295
DEV_4591,Diagnostic,2041-09-08,4424,13,4529,0.75,0.9347569991461204
DEV_2797,Monitoring,2041-09-09,4492,12,4723,0.89,0.9373809742427078
DEV_964,Monitoring,2041-09-09,4542,25,4832,0.87,0.9423228274787954
DEV_4953,Surgical,2041-09-10,4697,11,4992,0.77,0.9766935728402909
DEV_6547,Therapeutic,2041-09-10,4638,18,4832,0.84,0.9746711416979583
DEV_9762,Therapeutic,2041-09-11,4362,27,4485,0.72,0.9187694999829635
