Monthly_Demand,Lead_Time,Stock_Level,Supplier_Reliability,Seasonality_Factor,Year,Month,Day,Weekday,Quarter,Device_Type_Monitoring,Device_Type_Surgical,Device_Type_Therapeutic
4723,23,4913,0.8,1.0688277575270977,2039,4,19,4,2,1.0,0.0,0.0
4563,8,4676,0.71,1.0371388593594402,2039,4,24,2,2,0.0,1.0,0.0
4571,17,4734,0.78,1.045125280299437,2039,4,26,4,2,0.0,0.0,0.0
4474,21,4675,0.71,1.0298740444498962,2039,4,28,6,2,0.0,0.0,0.0
4715,6,5059,0.98,1.065848268496122,2039,4,30,1,2,0.0,0.0,0.0
4502,24,4670,0.94,1.0288949261763771,2039,5,1,2,2,1.0,0.0,0.0
4729,15,4845,0.74,1.0656838528389103,2039,5,2,3,2,0.0,0.0,1.0
4622,13,4851,0.74,1.052155021784018,2039,5,6,7,2,1.0,0.0,0.0
4408,28,4632,0.78,1.017409805929957,2039,5,6,7,2,0.0,0.0,0.0
4725,8,4957,0.94,1.0734749103405423,2039,5,6,7,2,0.0,0.0,0.0
4631,12,4752,0.84,1.0408553803377585,2039,5,7,1,2,1.0,0.0,0.0
4745,6,4874,0.74,1.0941373911576264,2039,5,7,1,2,0.0,0.0,0.0
4576,24,4922,0.98,1.0512051910377092,2039,5,8,2,2,0.0,0.0,1.0
4519,17,4735,1.0,1.0457232146097843,2039,5,9,3,2,1.0,0.0,0.0
4343,25,4483,0.79,1.016327608065525,2039,5,10,4,2,0.0,0.0,1.0
4570,25,4749,0.93,1.0423589784438871,2039,5,13,7,2,0.0,0.0,1.0
4624,7,4904,0.79,1.0415266807042056,2039,5,14,1,2,0.0,0.0,1.0
4537,21,4719,0.76,1.0504478823050298,2039,5,14,1,2,1.0,0.0,0.0
4734,20,5080,0.84,1.0822205075448237,2039,5,14,1,2,0.0,1.0,0.0
4482,21,4576,0.78,1.0060434512623284,2039,5,15,2,2,0.0,1.0,0.0
4590,25,4779,0.94,1.0609427522464507,2039,5,15,2,2,0.0,0.0,1.0
4424,21,4525,0.75,1.024547106227415,2039,5,15,2,2,0.0,1.0,0.0
4480,16,4756,0.95,1.0145732743334743,2039,5,15,2,2,0.0,1.0,0.0
4593,19,4945,0.82,1.0405968445049627,2039,5,18,5,2,1.0,0.0,0.0
4770,18,4974,0.73,1.0700836903076931,2039,5,18,5,2,1.0,0.0,0.0
4443,27,4610,0.87,1.0241920554273232,2039,5,21,1,2,0.0,1.0,0.0
4630,3,4729,0.91,1.0550258282396685,2039,5,21,1,2,0.0,0.0,0.0
4550,20,4790,0.89,1.052836985840891,2039,5,23,3,2,0.0,0.0,1.0
4805,28,5156,0.98,1.085717075128621,2039,5,24,4,2,0.0,1.0,0.0
4438,24,4542,1.0,1.0203994500955085,2039,5,24,4,2,0.0,1.0,0.0
4654,4,4922,0.98,1.0707721800223684,2039,5,24,4,2,0.0,0.0,1.0
4252,5,4460,0.72,0.9856791712556356,2039,5,25,5,2,0.0,0.0,0.0
4333,25,4599,0.78,0.9980161692649482,2039,5,26,6,2,0.0,0.0,1.0
4754,15,4931,0.99,1.0794996122077076,2039,5,27,7,2,0.0,0.0,0.0
4764,26,4965,0.77,1.0783071723396445,2039,5,30,3,2,0.0,1.0,0.0
4370,19,4508,0.76,0.9894721297878072,2039,5,31,4,2,0.0,0.0,0.0
4436,19,4776,0.84,0.9995543034651054,2039,5,31,4,2,0.0,0.0,1.0
4423,26,4689,0.74,0.9932747851212383,2039,5,31,4,2,0.0,0.0,0.0
4616,19,4717,0.78,1.0582225534816951,2039,6,2,6,2,1.0,0.0,0.0
4334,18,4642,0.86,0.9809104619912378,2039,6,3,7,2,0.0,1.0,0.0
4583,12,4686,0.95,1.0421751735901912,2039,6,4,1,2,0.0,0.0,0.0
4410,3,4653,0.73,1.0106229315644015,2039,6,4,1,2,0.0,1.0,0.0
4703,18,5062,0.83,1.0662119041090008,2039,6,4,1,2,1.0,0.0,0.0
4689,25,4878,0.84,1.0737913338461331,2039,6,5,2,2,0.0,0.0,1.0
4306,18,4540,0.98,0.9922241352565144,2039,6,9,6,2,0.0,0.0,0.0
4382,17,4592,0.83,0.9967343770271954,2039,6,10,7,2,0.0,0.0,0.0
4523,9,4668,0.88,1.0143351965947462,2039,6,10,7,2,0.0,0.0,0.0
4354,20,4657,0.99,0.9902482409082488,2039,6,11,1,2,0.0,1.0,0.0
4560,9,4704,0.9,1.0370579536216604,2039,6,13,3,2,1.0,0.0,0.0
4606,18,4877,0.94,1.016875384521813,2039,6,13,3,2,1.0,0.0,0.0
4537,10,4858,0.85,1.0407805587764127,2039,6,15,5,2,0.0,0.0,1.0
4514,10,4720,0.73,1.0147208391228963,2039,6,16,6,2,0.0,1.0,0.0
4688,27,4902,0.8,1.0639303771117343,2039,6,16,6,2,0.0,1.0,0.0
4342,3,4583,0.76,0.9786580045118244,2039,6,17,7,2,0.0,0.0,1.0
4702,21,4836,0.77,1.0634118872231593,2039,6,17,7,2,0.0,1.0,0.0
4507,23,4809,0.75,1.0082018003664144,2039,6,17,7,2,0.0,0.0,0.0
4408,13,4674,0.94,1.0075944140661723,2039,6,18,1,2,1.0,0.0,0.0
4269,11,4505,0.73,0.9712551625954688,2039,6,22,5,2,0.0,0.0,0.0
4292,27,4446,0.91,0.9864795215559444,2039,6,23,6,2,1.0,0.0,0.0
4242,12,4337,0.82,0.9685979512320992,2039,6,24,7,2,0.0,0.0,0.0
4611,14,4928,0.94,1.0356351713007257,2039,6,25,1,2,1.0,0.0,0.0
4596,26,4731,0.94,1.031926647800862,2039,6,26,2,2,1.0,0.0,0.0
4742,22,4992,0.96,1.0557216189021634,2039,6,26,2,2,0.0,1.0,0.0
4344,7,4595,0.98,0.984962134525578,2039,6,27,3,2,0.0,0.0,0.0
4338,4,4432,0.76,0.991134920000614,2039,6,28,4,2,1.0,0.0,0.0
4671,19,4789,0.71,1.0557317858031912,2039,6,28,4,2,1.0,0.0,0.0
4606,14,4847,0.99,1.0392468509593675,2039,6,29,5,2,0.0,1.0,0.0
4311,7,4521,0.83,0.9758324175910852,2039,6,29,5,2,0.0,1.0,0.0
4164,22,4326,0.75,0.9569332021107602,2039,6,29,5,2,0.0,0.0,1.0
4563,11,4731,0.81,1.030018146490106,2039,7,1,7,3,0.0,0.0,1.0
4416,12,4622,0.77,1.0053370148118503,2039,7,1,7,3,0.0,0.0,1.0
4117,27,4363,0.89,0.9578381762477236,2039,7,2,1,3,0.0,0.0,0.0
4246,24,4434,0.94,0.96603605181022,2039,7,2,1,3,0.0,0.0,1.0
4470,25,4761,0.89,1.0164537602195935,2039,7,4,3,3,0.0,0.0,1.0
4503,26,4829,0.85,1.0044193924883775,2039,7,5,4,3,0.0,0.0,1.0
4285,8,4524,0.98,0.9513484522679452,2039,7,6,5,3,0.0,1.0,0.0
4487,14,4758,0.84,1.0310547618389942,2039,7,6,5,3,0.0,0.0,0.0
4280,21,4385,0.73,0.9732490353702546,2039,7,7,6,3,0.0,1.0,0.0
4359,5,4629,0.95,0.9893296894174196,2039,7,7,6,3,0.0,1.0,0.0
4201,17,4391,0.97,0.9524135371818244,2039,7,9,1,3,1.0,0.0,0.0
4531,9,4883,0.75,1.0275409348600228,2039,7,9,1,3,1.0,0.0,0.0
4385,21,4696,0.77,0.9906035147027868,2039,7,10,2,3,0.0,0.0,1.0
4558,19,4813,0.95,1.033687061884885,2039,7,12,4,3,0.0,0.0,0.0
4432,19,4776,0.81,1.0006833340758825,2039,7,12,4,3,0.0,0.0,1.0
4488,21,4739,0.95,0.999062092888958,2039,7,13,5,3,1.0,0.0,0.0
4527,25,4727,0.91,1.006559469478553,2039,7,14,6,3,1.0,0.0,0.0
4194,27,4482,0.84,0.942850498659203,2039,7,15,7,3,0.0,0.0,1.0
4521,27,4664,0.74,1.015869117325718,2039,7,15,7,3,0.0,0.0,0.0
4255,8,4513,0.78,0.9544910776868816,2039,7,16,1,3,0.0,0.0,1.0
4408,5,4496,0.83,0.9936475994380404,2039,7,17,2,3,0.0,0.0,1.0
4265,18,4585,0.79,0.9587146936533084,2039,7,17,2,3,0.0,0.0,1.0
4432,24,4588,0.7,1.0173883891495226,2039,7,17,2,3,0.0,0.0,0.0
4336,20,4437,0.73,0.9772764665957904,2039,7,18,3,3,0.0,1.0,0.0
4318,13,4657,0.78,0.9662700204547,2039,7,18,3,3,0.0,0.0,0.0
4277,3,4615,0.76,0.9649554612974716,2039,7,18,3,3,0.0,1.0,0.0
4392,26,4648,0.79,0.9806417008675388,2039,7,19,4,3,0.0,1.0,0.0
4387,19,4637,0.89,0.978971941613766,2039,7,21,6,3,0.0,1.0,0.0
4163,4,4386,0.81,0.9576831138946196,2039,7,22,7,3,0.0,0.0,0.0
4300,10,4600,0.74,0.9664893280356602,2039,7,23,1,3,0.0,1.0,0.0
4237,13,4453,0.76,0.945514139651298,2039,7,24,2,3,0.0,1.0,0.0
4265,25,4391,0.8,0.9747582094683314,2039,7,24,2,3,0.0,0.0,1.0
4269,26,4502,0.88,0.9647985085345526,2039,7,25,3,3,0.0,1.0,0.0
4326,8,4466,0.8,0.965157758403808,2039,7,26,4,3,0.0,0.0,1.0
4398,10,4575,0.86,0.9925892557899316,2039,7,26,4,3,0.0,0.0,1.0
4152,18,4382,0.77,0.9269407126055628,2039,7,28,6,3,0.0,1.0,0.0
4109,5,4296,0.87,0.9338545678292416,2039,7,29,7,3,0.0,0.0,0.0
4261,12,4412,0.89,0.9590600256565238,2039,7,30,1,3,0.0,0.0,0.0
4589,20,4710,0.87,1.0232794109162582,2039,7,31,2,3,1.0,0.0,0.0
4250,27,4373,0.8,0.9640566494310502,2039,8,2,4,3,0.0,0.0,0.0
4533,22,4692,0.84,1.0135922138086595,2039,8,6,1,3,1.0,0.0,0.0
4493,18,4777,0.79,1.015947134533027,2039,8,6,1,3,0.0,1.0,0.0
4196,5,4485,0.99,0.937689360555306,2039,8,9,4,3,0.0,0.0,0.0
4417,20,4610,0.76,0.9938604370701678,2039,8,9,4,3,1.0,0.0,0.0
4348,28,4615,0.95,0.9875461274287134,2039,8,9,4,3,1.0,0.0,0.0
4542,24,4808,0.92,1.0104462434650474,2039,8,11,6,3,1.0,0.0,0.0
4226,10,4560,0.88,0.9582553902224444,2039,8,11,6,3,0.0,0.0,0.0
4069,27,4216,0.81,0.923564819157224,2039,8,11,6,3,1.0,0.0,0.0
4298,20,4390,0.88,0.9624454528267088,2039,8,13,1,3,0.0,0.0,1.0
4313,13,4557,0.99,0.984372814268551,2039,8,13,1,3,0.0,0.0,1.0
4454,27,4766,0.71,1.0023910197843593,2039,8,14,2,3,0.0,0.0,1.0
4164,18,4295,0.78,0.9458258014306592,2039,8,15,3,3,0.0,0.0,0.0
4151,6,4415,0.93,0.9405704100208412,2039,8,16,4,3,0.0,0.0,0.0
4210,15,4362,0.97,0.9455318332231476,2039,8,16,4,3,0.0,0.0,0.0
4364,17,4621,0.99,0.97852729330248,2039,8,18,6,3,0.0,0.0,0.0
4068,14,4375,0.85,0.9127187229618532,2039,8,18,6,3,1.0,0.0,0.0
4197,14,4387,0.96,0.9599901340867611,2039,8,18,6,3,0.0,0.0,1.0
4180,5,4478,0.76,0.9467007370912336,2039,8,21,2,3,0.0,0.0,0.0
4344,4,4644,0.79,0.9652393873856994,2039,8,21,2,3,0.0,0.0,0.0
4284,23,4424,0.82,0.9589621622870822,2039,8,21,2,3,0.0,0.0,1.0
4306,13,4476,0.95,0.968139118325814,2039,8,22,3,3,0.0,0.0,1.0
4214,6,4420,0.99,0.9493618355729416,2039,8,22,3,3,0.0,0.0,0.0
4145,12,4375,0.88,0.9437640298013312,2039,8,23,4,3,0.0,1.0,0.0
4557,25,4773,0.79,1.0033402103894338,2039,8,23,4,3,0.0,1.0,0.0
4405,5,4550,0.82,1.001190568959183,2039,8,25,6,3,0.0,1.0,0.0
4519,28,4624,0.82,0.9997885947842894,2039,8,29,3,3,1.0,0.0,0.0
4102,26,4413,0.72,0.9247511070681512,2039,8,29,3,3,0.0,0.0,0.0
4078,7,4400,0.9,0.9154410389583064,2039,9,1,6,3,1.0,0.0,0.0
4383,7,4554,0.8,0.9772452268862886,2039,9,2,7,3,0.0,0.0,0.0
4240,3,4432,0.99,0.9216376971891562,2039,9,3,1,3,0.0,1.0,0.0
4272,12,4604,0.7,0.9747857502236552,2039,9,7,5,3,0.0,1.0,0.0
4359,20,4530,0.82,0.9778426444914724,2039,9,8,6,3,0.0,0.0,1.0
4038,5,4293,0.82,0.9063950484351664,2039,9,11,2,3,0.0,0.0,1.0
4046,4,4207,0.77,0.9101128005819934,2039,9,13,4,3,0.0,0.0,1.0
4396,18,4575,0.99,0.9900705099158664,2039,9,13,4,3,0.0,0.0,1.0
4116,12,4305,0.97,0.9094465262905976,2039,9,14,5,3,0.0,0.0,1.0
4254,26,4369,0.91,0.980814375694575,2039,9,14,5,3,1.0,0.0,0.0
4444,20,4674,0.94,0.9906948745710014,2039,9,16,7,3,0.0,1.0,0.0
4445,26,4544,0.99,0.9875935134752224,2039,9,16,7,3,0.0,0.0,1.0
4296,13,4523,0.87,0.9735088880223046,2039,9,16,7,3,0.0,1.0,0.0
4163,22,4264,0.91,0.9359404698972076,2039,9,16,7,3,0.0,0.0,1.0
4281,17,4374,0.71,0.9526989690608296,2039,9,19,3,3,1.0,0.0,0.0
4284,14,4523,0.86,0.9857234441424164,2039,9,19,3,3,0.0,0.0,0.0
4199,9,4454,0.73,0.9589723365805696,2039,9,21,5,3,1.0,0.0,0.0
4258,15,4457,0.94,0.9653325945759318,2039,9,21,5,3,1.0,0.0,0.0
4375,27,4513,0.8,0.9712411330468916,2039,9,21,5,3,0.0,1.0,0.0
4500,25,4730,0.97,0.9982765680323848,2039,9,21,5,3,0.0,0.0,0.0
4023,27,4328,0.72,0.9094201793088706,2039,9,25,2,3,1.0,0.0,0.0
4223,19,4316,0.96,0.949242523030839,2039,9,26,3,3,0.0,0.0,0.0
4381,23,4488,1.0,0.96868797875641,2039,9,26,3,3,0.0,0.0,0.0
4295,15,4487,0.82,0.9580727833309446,2039,9,27,4,3,0.0,0.0,0.0
4050,15,4259,0.84,0.9076392131912252,2039,9,27,4,3,0.0,1.0,0.0
4160,25,4333,0.92,0.9452366308294702,2039,9,30,7,3,0.0,1.0,0.0
4281,5,4384,0.84,0.9489976390390796,2039,10,1,1,4,1.0,0.0,0.0
4002,6,4246,0.71,0.903606362046714,2039,10,3,3,4,0.0,0.0,1.0
4319,12,4421,0.73,0.9728946772244352,2039,10,5,5,4,0.0,0.0,1.0
4325,7,4644,0.84,0.9702977875316652,2039,10,9,2,4,0.0,1.0,0.0
4272,6,4397,0.76,0.955898006731638,2039,10,10,3,4,1.0,0.0,0.0
4489,12,4653,0.79,0.9964184854424212,2039,10,10,3,4,0.0,0.0,0.0
4478,8,4638,0.93,0.9968298075971076,2039,10,11,4,4,0.0,1.0,0.0
4522,8,4787,0.85,0.9952748211941268,2039,10,11,4,4,0.0,0.0,0.0
4171,24,4414,0.76,0.9127713259309888,2039,10,14,7,4,0.0,1.0,0.0
4242,7,4415,0.74,0.9523076024092996,2039,10,14,7,4,0.0,1.0,0.0
4415,21,4644,0.89,0.988152842551492,2039,10,15,1,4,1.0,0.0,0.0
4238,13,4555,0.8,0.9585369508712496,2039,10,15,1,4,1.0,0.0,0.0
4447,4,4690,0.92,0.9942760806839904,2039,10,17,3,4,1.0,0.0,0.0
4105,19,4191,0.98,0.921338344971246,2039,10,17,3,4,0.0,1.0,0.0
4429,14,4643,0.85,0.9992295289085418,2039,10,17,3,4,0.0,0.0,1.0
4455,15,4701,0.78,0.9861543111908484,2039,10,17,3,4,0.0,0.0,0.0
4455,15,4668,0.89,0.9934313801281428,2039,10,18,4,4,1.0,0.0,0.0
4011,10,4119,0.97,0.9097356614634072,2039,10,18,4,4,0.0,0.0,1.0
4372,14,4620,0.91,0.9643137208162428,2039,10,18,4,4,1.0,0.0,0.0
4362,29,4457,0.83,0.9876795097324764,2039,10,19,5,4,1.0,0.0,0.0
4333,27,4464,0.89,0.9612650580741764,2039,10,19,5,4,0.0,1.0,0.0
4111,29,4399,0.88,0.9334156620428498,2039,10,20,6,4,0.0,1.0,0.0
4391,23,4721,0.94,0.994101531972604,2039,10,20,6,4,0.0,0.0,0.0
4086,27,4177,0.93,0.9181788089544622,2039,10,20,6,4,1.0,0.0,0.0
4097,23,4385,0.88,0.9218532904988648,2039,10,21,7,4,0.0,1.0,0.0
4172,7,4393,0.86,0.9275726271160558,2039,10,22,1,4,0.0,0.0,0.0
4127,10,4337,0.79,0.9240828049743584,2039,10,23,2,4,0.0,0.0,0.0
4276,20,4495,0.81,0.9353691268798324,2039,10,23,2,4,0.0,0.0,1.0
4240,18,4361,0.86,0.9442394246204764,2039,10,26,5,4,0.0,1.0,0.0
4130,14,4281,0.98,0.92686370231145,2039,10,28,7,4,0.0,1.0,0.0
4049,14,4281,0.74,0.9060421347400336,2039,10,28,7,4,1.0,0.0,0.0
4478,26,4825,0.81,0.9955587286694604,2039,10,29,1,4,1.0,0.0,0.0
4290,24,4402,0.97,0.9466451058562044,2039,10,29,1,4,1.0,0.0,0.0
4122,17,4370,0.78,0.9159203662203907,2039,10,30,2,4,0.0,0.0,0.0
4190,12,4325,0.97,0.9467791111290852,2039,10,30,2,4,0.0,0.0,1.0
4256,4,4400,0.83,0.9392563046646248,2039,10,30,2,4,1.0,0.0,0.0
4146,4,4455,0.78,0.9142049878099204,2039,10,31,3,4,0.0,1.0,0.0
4227,29,4474,0.86,0.954374898814046,2039,10,31,3,4,1.0,0.0,0.0
4208,27,4381,0.97,0.92415447215873,2039,10,31,3,4,0.0,0.0,0.0
4532,18,4845,0.87,1.000110757528196,2039,11,2,5,4,0.0,0.0,0.0
4071,10,4213,0.96,0.9216073512193008,2039,11,2,5,4,1.0,0.0,0.0
4428,3,4586,0.92,0.9971950153989356,2039,11,2,5,4,1.0,0.0,0.0
4525,28,4689,0.94,1.010006037010419,2039,11,5,1,4,0.0,0.0,0.0
4505,29,4748,0.72,1.0006229479402122,2039,11,6,2,4,0.0,0.0,1.0
4095,15,4314,0.99,0.9250763869703166,2039,11,6,2,4,0.0,0.0,0.0
4419,23,4689,0.97,0.9858369594783256,2039,11,6,2,4,0.0,1.0,0.0
4325,7,4444,0.76,0.977899462815898,2039,11,7,3,4,1.0,0.0,0.0
4164,5,4376,0.86,0.9311016601847352,2039,11,7,3,4,0.0,0.0,0.0
4175,26,4417,0.83,0.9196044705060838,2039,11,8,4,4,1.0,0.0,0.0
4388,6,4516,0.84,0.9793894182819456,2039,11,9,5,4,0.0,0.0,1.0
4188,24,4433,0.94,0.9376857734610782,2039,11,9,5,4,1.0,0.0,0.0
4317,27,4622,0.91,0.964781863484836,2039,11,10,6,4,1.0,0.0,0.0
4096,29,4401,0.86,0.9223522125474144,2039,11,13,2,4,0.0,0.0,1.0
4153,24,4330,0.94,0.9254976514298756,2039,11,14,3,4,0.0,0.0,1.0
4372,26,4534,0.94,0.9698235413456862,2039,11,15,4,4,1.0,0.0,0.0
4531,19,4687,0.95,0.9833934407035424,2039,11,16,5,4,0.0,0.0,1.0
4470,5,4662,0.85,1.003379428459538,2039,11,16,5,4,1.0,0.0,0.0
4483,8,4837,0.98,0.997236644866498,2039,11,17,6,4,0.0,0.0,1.0
4147,26,4476,0.88,0.93851821270981,2039,11,17,6,4,1.0,0.0,0.0
4240,11,4524,0.71,0.9327968561230175,2039,11,18,7,4,0.0,1.0,0.0
4312,25,4399,0.84,0.9749872824229168,2039,11,20,2,4,1.0,0.0,0.0
4665,26,5032,0.79,1.0068821971941022,2039,11,23,5,4,0.0,0.0,0.0
4349,6,4629,0.71,0.951589812491774,2039,11,26,1,4,0.0,1.0,0.0
4348,6,4628,0.77,0.953262364278368,2039,11,27,2,4,0.0,0.0,0.0
4449,20,4660,0.79,0.9924022675930908,2039,11,27,2,4,0.0,0.0,0.0
4456,3,4744,0.88,0.9816960844055488,2039,11,27,2,4,0.0,0.0,1.0
4510,18,4617,0.85,0.9880648390534956,2039,11,28,3,4,1.0,0.0,0.0
4316,25,4434,0.71,0.9851167092471246,2039,11,28,3,4,0.0,0.0,0.0
4557,29,4723,0.72,1.0079805965031274,2039,11,28,3,4,0.0,0.0,0.0
4444,22,4698,0.93,0.9988512469891864,2039,11,28,3,4,0.0,0.0,1.0
4583,4,4814,0.78,1.0063666775831497,2039,11,29,4,4,0.0,0.0,0.0
4571,13,4835,0.97,1.0124688233612713,2039,12,2,7,4,1.0,0.0,0.0
4279,13,4604,0.8,0.9647861543089326,2039,12,3,1,4,1.0,0.0,0.0
4195,14,4442,0.87,0.9340925023487634,2039,12,4,2,4,0.0,0.0,0.0
4303,21,4427,0.74,0.9497460170868284,2039,12,4,2,4,1.0,0.0,0.0
4270,26,4399,0.8,0.9609979953643984,2039,12,4,2,4,0.0,0.0,0.0
4413,12,4609,0.79,0.959770946864794,2039,12,6,4,4,1.0,0.0,0.0
4609,8,4727,0.81,1.025373719091861,2039,12,8,6,4,0.0,0.0,1.0
4555,3,4766,0.97,1.012400045733347,2039,12,8,6,4,0.0,0.0,1.0
4595,11,4948,0.95,1.0325753062744816,2039,12,9,7,4,1.0,0.0,0.0
4349,19,4619,0.99,0.948183828951788,2039,12,9,7,4,0.0,0.0,1.0
4487,27,4757,0.96,0.9962193199396407,2039,12,11,2,4,0.0,0.0,0.0
4446,27,4600,0.86,0.995740516169056,2039,12,11,2,4,0.0,0.0,1.0
4514,25,4659,0.89,0.9959669337357356,2039,12,11,2,4,0.0,0.0,0.0
4389,20,4580,0.82,0.9771246981652632,2039,12,11,2,4,1.0,0.0,0.0
4295,17,4626,0.95,0.94767751758367,2039,12,12,3,4,0.0,1.0,0.0
4355,20,4506,0.83,0.9696804777947174,2039,12,12,3,4,0.0,1.0,0.0
4232,29,4367,0.83,0.9541799479572391,2039,12,12,3,4,0.0,0.0,0.0
4729,21,4875,0.75,1.013780809457398,2039,12,18,2,4,1.0,0.0,0.0
4343,17,4527,0.93,0.9558558594383872,2039,12,18,2,4,0.0,0.0,1.0
4504,6,4670,0.78,1.0026067268087082,2039,12,19,3,4,0.0,0.0,1.0
4285,25,4455,0.75,0.94878354642538,2039,12,19,3,4,0.0,0.0,1.0
4312,23,4608,0.8,0.964674668701058,2039,12,20,4,4,0.0,0.0,0.0
4377,18,4489,0.83,0.9814372824849296,2039,12,21,5,4,0.0,1.0,0.0
4616,8,4858,0.88,1.0371732278576715,2039,12,23,7,4,0.0,1.0,0.0
4522,16,4736,0.9,1.0226468133365902,2039,12,23,7,4,0.0,0.0,1.0
4660,3,4763,0.93,1.0148919984402018,2039,12,24,1,4,0.0,0.0,0.0
4545,25,4889,0.76,1.0154332271320066,2039,12,24,1,4,1.0,0.0,0.0
4681,8,4879,0.85,1.025050590880048,2039,12,28,5,4,0.0,0.0,1.0
4373,25,4578,0.76,0.9646327150185872,2039,12,28,5,4,0.0,0.0,1.0
4763,18,4896,0.94,1.0516122043617664,2039,12,28,5,4,0.0,0.0,0.0
4595,26,4738,0.82,1.018383164777471,2039,12,28,5,4,0.0,1.0,0.0
4360,26,4459,0.92,0.9580346899978036,2039,12,29,6,4,0.0,0.0,0.0
4723,19,4837,0.86,1.0496872915290818,2039,12,29,6,4,0.0,0.0,1.0
4383,27,4535,0.74,0.970234086850538,2039,12,29,6,4,0.0,0.0,0.0
4588,25,4900,0.75,1.0009752401774183,2040,1,1,2,1,0.0,0.0,1.0
4655,6,5000,0.85,1.043091621236527,2040,1,4,5,1,0.0,0.0,0.0
4327,23,4597,0.73,0.9690280691468074,2040,1,6,7,1,0.0,0.0,1.0
4384,23,4529,0.77,0.9772162229560484,2040,1,9,3,1,1.0,0.0,0.0
4613,27,4715,0.71,1.0224218993246097,2040,1,10,4,1,1.0,0.0,0.0
4691,16,4963,0.76,1.0416940792135676,2040,1,11,5,1,0.0,0.0,0.0
4752,7,4927,0.9,1.0336919467095678,2040,1,12,6,1,0.0,1.0,0.0
4614,24,4924,0.78,1.0280686031873476,2040,1,12,6,1,1.0,0.0,0.0
4514,18,4745,0.71,0.9862766886613928,2040,1,13,7,1,1.0,0.0,0.0
4358,27,4522,0.88,0.9839990194379586,2040,1,13,7,1,0.0,0.0,1.0
4838,24,4960,0.89,1.05665660269499,2040,1,16,3,1,1.0,0.0,0.0
4773,21,5055,0.88,1.0439421152414787,2040,1,16,3,1,0.0,0.0,1.0
4529,29,4646,0.93,1.0153200370794044,2040,1,17,4,1,0.0,0.0,1.0
4867,18,5240,0.84,1.0671745519825149,2040,1,18,5,1,0.0,1.0,0.0
4816,5,5030,0.94,1.0593772179094878,2040,1,19,6,1,0.0,1.0,0.0
4339,18,4626,0.94,0.9729975841854536,2040,1,19,6,1,0.0,1.0,0.0
4835,8,5018,0.96,1.0679854808025588,2040,1,19,6,1,0.0,0.0,1.0
4584,18,4896,0.93,1.0174199077693482,2040,1,19,6,1,0.0,0.0,0.0
4822,5,5156,0.81,1.0724027290530238,2040,1,21,1,1,0.0,0.0,0.0
4722,24,5061,1.0,1.0332107466639049,2040,1,21,1,1,1.0,0.0,0.0
4452,10,4754,0.71,0.9798002191665642,2040,1,21,1,1,0.0,0.0,0.0
4711,15,4845,0.75,1.0351361976650897,2040,1,22,2,1,1.0,0.0,0.0
4724,3,5093,0.83,1.0474661341338285,2040,1,26,6,1,0.0,1.0,0.0
4866,6,5062,0.91,1.0591395700050132,2040,1,26,6,1,0.0,1.0,0.0
4582,20,4794,0.88,1.015866720815132,2040,1,27,7,1,0.0,0.0,0.0
4548,21,4699,0.78,1.0226759800671836,2040,1,28,1,1,1.0,0.0,0.0
4517,19,4782,0.95,0.9908295254725196,2040,1,29,2,1,0.0,1.0,0.0
4739,9,5096,0.86,1.0495145320593706,2040,1,31,4,1,0.0,0.0,1.0
4865,9,5203,0.81,1.0731908704991766,2040,2,1,5,1,0.0,0.0,1.0
4470,26,4656,0.81,0.9942878936885766,2040,2,1,5,1,1.0,0.0,0.0
4852,15,5040,0.83,1.0760883010773068,2040,2,2,6,1,1.0,0.0,0.0
4493,29,4798,0.85,0.995862493801696,2040,2,2,6,1,0.0,0.0,1.0
4800,23,5010,0.97,1.060993583257012,2040,2,2,6,1,1.0,0.0,0.0
4758,9,5131,0.76,1.0539798572744643,2040,2,5,2,1,0.0,1.0,0.0
4515,10,4618,0.79,1.0021822113882952,2040,2,5,2,1,0.0,0.0,1.0
4742,16,4849,0.74,1.0301136576293226,2040,2,6,3,1,0.0,1.0,0.0
4710,29,4833,0.87,1.0332588601136572,2040,2,6,3,1,0.0,0.0,1.0
4856,10,5142,0.93,1.05564739321216,2040,2,8,5,1,1.0,0.0,0.0
4702,4,4812,0.98,0.9991038032800243,2040,2,8,5,1,0.0,1.0,0.0
4525,6,4860,0.99,0.9899166343825732,2040,2,9,6,1,0.0,0.0,0.0
4897,25,5128,0.79,1.0737932799316805,2040,2,10,7,1,0.0,1.0,0.0
4439,23,4540,0.75,0.9960185966004598,2040,2,10,7,1,1.0,0.0,0.0
4657,16,4765,0.76,1.0351376583705605,2040,2,11,1,1,0.0,0.0,0.0
4777,12,5030,0.79,1.0510798731699935,2040,2,11,1,1,0.0,0.0,1.0
4859,18,4983,0.72,1.0821754766791205,2040,2,12,2,1,0.0,0.0,0.0
4536,13,4668,0.9,1.010907294838641,2040,2,13,3,1,0.0,0.0,1.0
4884,15,5208,0.84,1.0810834414631758,2040,2,15,5,1,0.0,0.0,0.0
4687,18,4877,0.92,1.036179243195173,2040,2,15,5,1,0.0,1.0,0.0
4603,11,4916,0.78,1.004147089794147,2040,2,15,5,1,0.0,0.0,1.0
4648,27,4879,0.76,1.0592648041053567,2040,2,15,5,1,0.0,1.0,0.0
